artist,name,date,time,currency,min_price,max_price,venue_name,venue_city,venue_state
Bruno Mars,Bruno Mars Las Vegas,2024-12-18,21:00:00,USD,195.0,1395.0,Dolby Live,Las Vegas,Nevada
Bruno Mars,Bruno Mars Las Vegas,2024-12-31,20:00:00,USD,295.0,2850.0,Dolby Live,Las Vegas,Nevada
Bruno Mars,Bruno Mars Las Vegas,2024-12-20,21:00:00,USD,225.0,1395.0,Dolby Live,Las Vegas,Nevada
Bruno Mars,Bruno Mars Las Vegas,2024-12-21,21:00:00,USD,250.0,1345.0,Dolby Live,Las Vegas,Nevada
Bruno Mars,Bruno Mars Las Vegas,2024-12-27,21:00:00,USD,250.0,1395.0,Dolby Live,Las Vegas,Nevada
Bruno Mars,Bruno Mars Las Vegas,2024-12-30,21:00:00,USD,295.0,3000.0,Dolby Live,Las Vegas,Nevada
Bruno Mars,24K Magic - A Bruno Mars Experience,2026-08-19,19:30:00,USD,29.0,69.0,Martin Marietta Center for the Performing Arts,Raleigh,North Carolina
Bruno Mars,24K MAGIC - BRUNO MARS TRIBUTE,2024-12-21,20:00:00,USD,24.0,24.0,Gaslamp Long Beach,Long Beach,California
Chris Stapleton,Chris Stapleton & Eric Church Tribute,2024-10-18,20:00:00,USD,15.0,107.85,Lori's Road House,West Chester,Ohio
Chris Stapleton,Tennessee Whiskey (Chris Stapleton Tribute) + Eric Church Tribute,2024-10-25,20:00:00,USD,15.0,15.0,Joe's Live Rosemont,Rosemont,Illinois
Chris Stapleton,Tributes to Chris Stapleton and Eric Church: Tennessee Whiskey &  Ultimate Eric Church Tribute,2024-11-16,20:00:00,USD,20.0,40.0,Impact Fuel Room,Libertyville ,Illinois
Chris Stapleton,George Strait,2024-12-07,17:45:00,USD,155.0,3500.0,Allegiant Stadium,Las Vegas,Nevada
Noah Kahan,Life is a Carnival - A Musical Celebration of Robbie Robertson,2024-10-17,19:00:00,USD,89.5,299.5,Kia Forum,Inglewood,California
Tommy Richman,Live! On Stage: Jonathan Richman featuring Tommy Larkins On the Drums!,2024-10-16,20:00:00,USD,25.0,25.0,The Southern Cafe & Music Hall,Charlottesville,Virginia
Tommy Richman,LIVE! ON STAGE: JONATHAN RICHMAN featuring TOMMY LARKINS on the drums!,2024-10-03,20:00:00,USD,25.0,30.0,Woodward Theater,Cincinnati,Ohio
Tommy Richman,Magic Bag Presents: LIVE! ON STAGE: JONATHAN RICHMAN featuring TOMMY LARKINS on the drums!,2024-10-05,19:00:00,USD,25.0,25.0,The Magic Bag,Ferndale,Michigan
Drake,Drake Milligan,2024-10-05,20:00:00,USD,25.0,179.75,Lori's Road House,West Chester,Ohio
Drake,Drake Milligan,2024-09-25,19:30:00,USD,20.0,20.0,Duling Hall,Jackson,Mississippi
Drake,Drake White,2024-11-08,20:00:00,USD,25.0,60.0,VBC Mars Music Hall,Huntsville,Alabama
Drake,Drake Milligan,2024-10-17,20:00:00,USD,24.0,200.0,Tuffy's Music Box,Sanford,Florida
Drake,Drake Milligan,2024-11-30,20:00:00,USD,15.0,20.0,Moonshine Beach,San Diego,California
Drake,Drake Milligan w/ Kylie Frey,2024-10-25,20:00:00,USD,20.0,20.0,The Basement East,Nashville,Tennessee
Drake,Drake White - Low Country High Road Tour,2024-10-05,19:00:00,USD,25.0,25.0,House of Blues Myrtle Beach,North Myrtle Beach,South Carolina
Drake,Drake White Low Country High Bar Tour,2024-10-26,20:00:00,USD,25.0,25.0,The Hall at Spartanburg Memorial Auditorium,Spartanburg,South Carolina
Drake,Drake White - Low Country High Road Tour,2024-11-02,20:00:00,USD,25.0,25.0,The Senate,Columbia,South Carolina
Drake,Drake Bell with special guest Cassie B,2024-09-27,20:00:00,USD,25.0,120.0,Moonshine Beach,San Diego,California
Drake,Drake White  - Low Country High Road Tour,2024-11-15,19:00:00,USD,0.0,0.0,Lafayette's Music Room - Memphis,Memphis,Tennessee
Drake,100.7 The Tiger Presents: Drake Milligan w/ special guest Thomas Cain,2024-09-26,20:30:00,USD,10.07,140.28,Texas Club,Baton Rouge,Louisiana
Travis Scott,Travis Scott - One Night Only In Utopia,2024-10-09,19:30:00,USD,45.0,346.0,MetLife Stadium,East Rutherford,New Jersey
Eminem,Eminem Tribute: SHADY,2024-10-05,20:00:00,USD,20.0,250.0,Hobart Art Theatre,Hobart,Indiana
Eminem,2024 Formula 1 Pirelli United States Grand Prix - Saturday,2024-10-19,08:00:00,USD,179.0,200.0,Circuit of The Americas,Austin,Texas
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-09-23,19:30:00,USD,49.5,179.5,Madison Square Garden,New York,New York
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-09-28,19:30:00,USD,49.5,149.5,TD Garden,Boston,Massachusetts
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-09-25,19:30:00,USD,49.5,129.5,Wells Fargo Center,Philadelphia,Pennsylvania
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-09-30,19:30:00,USD,44.5,144.5,United Center,Chicago,Illinois
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-09,19:30:00,USD,49.5,149.5,American Airlines Center,Dallas,Texas
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-15,19:30:00,USD,49.5,169.5,Kia Forum,Inglewood,California
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-06,19:30:00,USD,45.5,125.0,Kia Center,Orlando,Florida
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-20,19:30:00,USD,49.5,149.5,Chase Center,San Francisco,California
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-09-26,19:30:00,USD,43.5,154.5,CFG Bank Arena,Baltimore,Maryland
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-05,19:30:00,USD,44.75,124.75,Kaseya Center,Miami,Florida
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-23,19:30:00,USD,44.0,124.0,Climate Pledge Arena,Seattle,Washington
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-16,19:30:00,USD,49.5,169.5,Kia Forum,Inglewood,California
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-03,19:30:00,USD,49.5,129.5,State Farm Arena,Atlanta,Georgia
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-13,19:30:00,USD,44.5,124.5,Footprint Center,Phoenix,Arizona
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-11,19:30:00,USD,49.5,129.5,Ball Arena,Denver,Colorado
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-02,19:30:00,USD,43.7,122.5,Bridgestone Arena,Nashville,Tennessee
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-22,19:30:00,USD,45.5,125.5,Moda Center,Portland,Oregon
Charli xcx,Charli XCX & Troye Sivan present: Sweat,2024-10-18,19:30:00,USD,49.5,139.5,Viejas Arena at Aztec Bowl San Diego State University,San Diego,California
Charli xcx,Club XCX: A Charli XCX Dance Party (Ages 18 & Up),2024-10-18,20:00:00,USD,20.0,20.0,Elevation 27,Virginia Beach,Virginia
Charli xcx,Club Level Seating: Charli XCX & Troye Sivan,2024-10-11,19:30:00,USD,79.5,79.5,Ball Arena,Denver,Colorado
The Weeknd,Club 90s presents The Weeknd Night,2024-09-27,21:30:00,USD,15.0,15.0,The Regent Theater,Los Angeles,California
Fleetwood Mac,Fleetwood Gold - The Fleetwood Mac Experience,2025-03-29,19:30:00,USD,35.68,41.57,Rose & Alfred Miniaci Performing Arts Center,Ft Lauderdale,Florida
Fleetwood Mac,Voodoo Fleetwood Mac,2024-10-11,20:00:00,USD,20.0,20.0,Atomic Pavilion,St. Louis,Missouri
Fleetwood Mac,Fleetwood Macked-Ultimate Fleetwood Mac Tribute,2024-12-14,19:00:00,USD,25.0,39.0,Cutting Room,New York,New York
Fleetwood Mac,Fleetwood Macked: The Ultimate Tribute to Fleetwood Mac,2024-09-27,20:00:00,USD,22.0,42.0,The Showroom at Turning Stone Resort Casino,Verona,New York
Fleetwood Mac,FLEETWOOD MAC & MEATLOAF TRIBUTE,2024-10-19,18:00:00,USD,18.0,18.0,The Outlaw Saloon,Cheyenne,Wyoming
Fleetwood Mac,Mirage - Fleetwood Mac Tribute,2024-10-25,20:00:00,USD,33.44,33.44,The Coach House,San Juan Capistrano,California
Fleetwood Mac,Landslide - Tribute to Fleetwood Mac,2024-11-16,19:00:00,USD,10.0,10.0,Belterra Casino Resort and Spa,Florence,Indiana
Fleetwood Mac,Little Lies - Fleetwood Mac Tribute,2024-11-02,20:30:00,USD,15.0,15.0,Suquamish Clearwater Beach Rock Music & Sports Lounge,Suquamish,Washington
Fleetwood Mac,Fleatwood Mac - A Tribute to Fleetwood Mac,2024-11-23,20:00:00,USD,35.99,64.83,Hop Springs,Murfreesboro,Tennessee
Fleetwood Mac,Rumours ATL: A Fleetwood Mac Tribute,2024-09-22,18:00:00,USD,17.0,17.0,The Bluestone,Columbus,Ohio
Fleetwood Mac,Rumours ATL: A Fleetwood Mac Tribute,2024-09-27,19:00:00,USD,26.5,42.0,Victory Theatre,Evansville,Indiana
Fleetwood Mac,Rumours ATL - A Fleetwood Mac Tribute,2024-10-19,20:00:00,USD,27.0,36.5,Buckhead Theatre,Atlanta,Georgia
Fleetwood Mac,Rumours ATL: A Fleetwood Mac Tribute,2024-12-06,20:00:00,USD,25.0,35.0,The Charleston Music Hall,Charleston,South Carolina
Fleetwood Mac, Rumours ATL: A Fleetwood Mac Tribute,2025-02-01,19:00:00,USD,41.73,52.43,Charlotte Harbor Event & Conference Center,Punta Gorda,Florida
Fleetwood Mac,Rumours ATL - A Fleetwood Mac Tribute,2025-03-19,19:00:00,USD,18.0,29.5,Bogart's,Cincinnati,Ohio
Fleetwood Mac,Rumours ATL: A Fleetwood Mac Tribute,2025-01-24,19:30:00,USD,45.0,65.0,Wells Hall at The Parker,Ft Lauderdale,Florida
GloRilla,FALL FEST - GloRilla,2024-09-28,19:00:00,USD,69.5,159.5,Hampton Coliseum,Hampton,Virginia
GloRilla,"Glorilla, Bossman Dlow and 41",2024-10-18,20:00:00,USD,45.0,139.0,Amica Mutual Pavilion,Providence,Rhode Island
GloRilla,"AL A&M University Homecoming Concert: Glorilla, Boosie & Big Boogie",2024-10-12,19:00:00,USD,65.0,85.0,Von Braun Center Propst Arena,Huntsville,Alabama
GloRilla,2024 VSU Homecoming Hip Hop Concert ,2024-10-09,20:00:00,USD,55.0,55.0,VSU Multi-Purpose Center,Petersburg,Virginia
GloRilla,THE BIG SHOW,2025-01-19,18:00:00,USD,64.0,394.0,Little Caesars Arena,Detroit,Michigan
GloRilla,WGCI Big Jam,2024-12-07,19:00:00,USD,59.5,299.5,Wintrust Arena,Chicago,Illinois
Lainey Wilson,Lainey Wilson,2024-10-11,20:00:00,USD,65.0,235.0,Choctaw Grand Theater,Durant,Oklahoma
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-09-28,19:00:00,USD,39.95,99.95,RV Inn Style Resorts Amphitheater ,Ridgefield,Washington
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-10-19,19:00:00,USD,49.95,129.95,Ameris Bank Amphitheatre,Alpharetta,Georgia
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-09-27,19:00:00,USD,39.95,99.95,White River Amphitheatre,Auburn,Washington
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-11-02,19:00:00,USD,36.95,135.0,Ford Center,Evansville,Indiana
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-11-08,19:00:00,USD,45.95,95.95,CHI Health Center Omaha,Omaha,Nebraska
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-11-07,19:00:00,USD,35.95,125.95,Paycom Center,Oklahoma City,Oklahoma
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-11-01,19:00:00,USD,39.95,129.95,Simmons Bank Arena,North Little Rock,Arkansas
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-10-20,19:00:00,USD,44.95,109.95,Live Oak Bank Pavilion,Wilmington,North Carolina
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-10-26,19:00:00,USD,34.95,124.95,Petersen Events Center,Pittsburgh,Pennsylvania
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-10-18,19:00:00,USD,39.95,149.95,Red Hat Amphitheater,Raleigh,North Carolina
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-11-03,19:00:00,USD,35.95,125.95,Charleston Coliseum,Charleston,West Virginia
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-11-09,19:00:00,USD,34.95,94.95,Denny Sanford PREMIER Center,Sioux Falls,South Dakota
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-11-16,19:00:00,USD,39.95,99.95,Monroe Civic Center,Monroe,Louisiana
Lainey Wilson,Lainey Wilson: Country's Cool Again Tour,2024-11-15,19:00:00,USD,39.95,99.95,Monroe Civic Center,Monroe,Louisiana
Metallica,Metallica Helping Hands Concert & Auction,2024-12-13,18:00:00,USD,190.0,765.0,YouTube Theater,Inglewood,California
Metallica,Metallica M72 World Tour,2025-04-19,18:00:00,USD,49.5,295.0,JMA Wireless Dome ,Syracuse,New York
Metallica,Metallica M72 World Tour,2025-05-31,18:00:00,USD,45.5,295.0,Bank of America Stadium,Charlotte,North Carolina
Metallica,Metallica M72 World Tour,2025-06-03,18:00:00,USD,44.5,294.0,Mercedes-Benz Stadium,Atlanta,Georgia
Metallica,Metallica M72 World Tour,2025-06-14,18:00:00,USD,47.5,297.0,NRG Stadium,Houston,Texas
Metallica,Hardwired - A Tribute to Metallica,2024-12-07,19:00:00,USD,20.0,20.0,The Masquerade - Purgatory,Atlanta,Georgia
Metallica,"Damage, Inc: Tribute to Metallica",2024-12-01,19:00:00,USD,20.0,30.0,Daryl's House,Pawling,New York
Metallica,Apocalyptica Plays Metallica Vol. 2 Tour,2025-02-27,19:30:00,USD,39.5,89.5,Palace of Fine Arts,San Francisco,California
Metallica,Apocalyptica Plays Metallica Vol. 2 Tour,2025-02-28,19:30:00,USD,49.5,89.5,Orpheum Theatre,Los Angeles,California
Metallica,Apocalyptica Plays Metallica Vol. 2 Tour,2025-02-25,19:30:00,USD,36.0,56.0,Moore Theatre,Seattle,Washington
Metallica,Apocalyptica Plays Metallica Vol. 2 Tour,2025-02-06,19:30:00,USD,39.5,89.5,Warner Theatre,Washington,District of Columbia
Metallica,Apocalyptica Plays Metallica Vol. 2 Tour,2025-02-14,19:30:00,USD,39.5,184.5,The Andrew J Brady Music Center,Cincinnati,Ohio
Metallica,Apocalyptica Plays Metallica Vol. 2 Tour,2025-03-03,19:30:00,USD,39.5,89.5,Paramount Theatre,Denver,Colorado
Metallica,Apocalyptica Plays Metallica Vol. 2 Tour,2025-02-07,19:30:00,USD,40.0,40.0,The Fillmore Philadelphia,Philadelphia,Pennsylvania
Metallica,Apocalyptica Plays Metallica Vol. 2 Tour,2025-03-06,19:30:00,USD,39.5,89.5,Majestic Theatre Dallas,Dallas,Texas
Metallica,Apocalyptica Plays Metallica Vol. 2 Tour,2025-02-08,19:30:00,USD,29.5,89.5,Orpheum Theatre presented by Citizens,Boston,Massachusetts
Bailey Zimmerman,Morgan Wallen: One Night At A Time 2024,2024-10-19,18:00:00,USD,69.75,349.75,Bank of America Stadium,Charlotte,North Carolina
Bailey Zimmerman,Stars and Strings,2024-11-14,20:00:00,USD,57.0,157.0,Hard Rock Live,Hollywood,Florida
blink-182,Blink-182 Tribute: Blank-281,2024-10-17,20:00:00,USD,24.99,38.0,Club LA,Destin,Florida
blink-182,American Pie Emo Night ft. Thomas Nicholas + blink-182 tribute,2024-10-10,19:00:00,USD,20.0,20.0,Mercury Ballroom,Louisville,Kentucky
blink-182,GREEN DAY + OFFSPRING + BLINK 182 + WEEZER TRIBUTES (Green Today - Pretty Fly - Blink-180TRUE - Weezerton),2025-01-04,19:00:00,USD,24.0,24.0,Gaslamp Long Beach,Long Beach,California
Dasha,DASHA,2024-10-08,19:00:00,USD,25.0,25.0,Bowery Ballroom,New York,New York
Dasha,"DASHA - Dashville, U.S.A.",2024-10-09,19:00:00,USD,25.0,25.0,Paradise Rock Club presented by Citizens,Boston,Massachusetts
Dasha,"Dasha: Dashville, U.s.a.",2024-11-15,19:00:00,USD,25.0,25.0,The Masquerade - Hell,Atlanta,Georgia
Dasha,*SOLD OUT* DASHA,2024-11-14,20:00:00,USD,0.0,0.0,Exit/In,Nashville,Tennessee
Dasha,SLO Brew + Goldenvoice present ~ DASHA,2024-10-18,19:00:00,USD,0.0,0.0,SLO Brew Rock,San Luis Obispo,California
Dasha,Dasha - Dashville U.S.A (All Ages with Parent/Guardian),2024-11-07,19:00:00,USD,25.0,40.0,Joe's Live Rosemont,Rosemont,Illinois
Dasha,Thomas Rhett: Better In Boots Tour 2025,2025-07-12,19:30:00,USD,29.75,159.75,Northwell at Jones Beach Theater,Wantagh,New York
Dasha,Thomas Rhett: Better In Boots Tour 2025,2025-08-08,19:30:00,USD,49.75,159.75,Pine Knob Music Theatre,Clarkston,Michigan
Dasha,Thomas Rhett: Better In Boots Tour 2025,2025-07-10,19:30:00,USD,29.75,159.75,PNC Bank Arts Center,Holmdel,New Jersey
Dasha,Thomas Rhett: Better In Boots Tour 2025,2025-08-02,19:30:00,USD,29.75,149.75,Ameris Bank Amphitheatre,Alpharetta,Georgia
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-21,19:30:00,USD,59.5,229.5,Madison Square Garden,New York,New York
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-06,19:30:00,USD,54.5,224.5,United Center,Chicago,Illinois
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-10-08,19:30:00,USD,59.5,229.5,Kia Forum,Inglewood,California
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-05,19:30:00,USD,54.5,224.5,United Center,Chicago,Illinois
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-10-11,19:30:00,USD,59.5,229.5,Chase Center,San Francisco,California
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-13,19:30:00,USD,59.5,229.5,State Farm Arena,Atlanta,Georgia
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-10-12,19:30:00,USD,59.5,229.5,Chase Center,San Francisco,California
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-10-04,19:30:00,USD,59.5,229.5,Kia Forum,Inglewood,California
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-20,19:30:00,USD,59.5,229.5,Madison Square Garden,New York,New York
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-27,19:30:00,USD,54.5,224.5,Kaseya Center,Miami,Florida
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-14,19:30:00,USD,59.5,229.5,State Farm Arena,Atlanta,Georgia
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-18,19:30:00,USD,59.5,229.5,Madison Square Garden,New York,New York
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-17,19:30:00,USD,59.5,229.5,Madison Square Garden,New York,New York
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-10,19:30:00,USD,59.5,229.5,TD Garden,Boston,Massachusetts
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-10-16,19:30:00,USD,59.5,229.5,Climate Pledge Arena,Seattle,Washington
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-09,19:30:00,USD,59.5,229.5,TD Garden,Boston,Massachusetts
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-09-26,19:30:00,USD,54.5,224.5,Kaseya Center,Miami,Florida
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-10-05,19:30:00,USD,59.5,229.5,Kia Forum,Inglewood,California
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-10-15,19:30:00,USD,59.5,229.5,Climate Pledge Arena,Seattle,Washington
Dua Lipa,Dua Lipa - Radical Optimism Tour,2025-10-07,19:30:00,USD,59.5,229.5,Kia Forum,Inglewood,California
Adele,"Always, Adele - Adele Tribute",2024-11-16,20:00:00,USD,20.0,20.0,Ivan'z House at Mozambique,Laguna Beach,California
Adele,Weekends with Adele,2024-10-25,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Adele,Weekends with Adele,2024-10-26,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Adele,Weekends with Adele,2024-11-01,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Adele,Weekends with Adele,2024-11-02,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Adele,Weekends with Adele,2024-11-08,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Adele,Weekends with Adele,2024-11-09,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Adele,Weekends with Adele,2024-11-15,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Adele,Weekends with Adele,2024-11-16,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Adele,Weekends with Adele,2024-11-22,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Adele,Weekends with Adele,2024-11-23,20:00:00,USD,90.83,779.82,The Colosseum at Caesars Palace,Las Vegas,Nevada
Nirvana,Smells Like Nirvana,2025-01-11,20:00:00,USD,20.0,30.0,Vinyl,Atlanta,Georgia
Nirvana,Smells Like Nirvana,2024-10-11,20:30:00,USD,15.0,29.5,Mercury Ballroom,Louisville,Kentucky
Nirvana,NIVRANA - Tribute to Nirvana,2024-09-28,20:00:00,USD,15.0,15.0,Shank Hall,Milwaukee,Wisconsin
Nirvana,Nirvani: A Nirvana Tribute Experience,2024-11-23,20:00:00,USD,20.0,35.0,Elevation 27,Virginia Beach,Virginia
Nirvana,Nirvani - A Nirvana Tribute Experience,2024-10-25,20:00:00,USD,20.0,35.0,Daryl's House,Pawling,New York
Nirvana,"Nirvana, Sublime, Red Hot Chili Peppers, and more!",2024-10-19,19:00:00,USD,50.0,480.0,The Piazza,Aurora,Illinois
Nirvana,"Tributes to Pearl Jam, Green Day and Nirvana",2024-11-02,19:00:00,USD,15.0,100.0,Hobart Art Theatre,Hobart,Indiana
Nirvana,GROHL FEST: Celebrating the Music of Foo Fighters & Nirvana,2025-01-31,20:00:00,USD,20.0,30.0,Mickey's Black Box,Lititz,Pennsylvania
Nirvana,"Tributes to Pearl Jam, Nirvana, Alice In Chains & Soundgarden",2025-03-25,21:00:00,USD,19.5,30.0,The Rose,Pasadena,California
Nirvana,"PEARL JAM, NIRVANA, ALICE IN CHAINS, & SOUNDGARDEN TRIBUTES - 90's Palooza Unplugged",2025-01-11,19:00:00,USD,24.0,24.0,Gaslamp Long Beach,Long Beach,California
Nirvana,PEARL JAM + NIRVANA + ALICE IN CHAINS + SOUNDGARDEN TRIBUTES (Nirvanish - Vitalogy - Memory Layne - Spoonmen),2024-09-28,19:00:00,USD,24.0,24.0,Gaslamp Long Beach,Long Beach,California
Ed Sheeran,The Rock and Roll Playhouse: Music of Ed Sheeran for Kids!,2024-11-17,12:00:00,USD,17.0,17.0,The Studio at Mizner Park,Boca Raton,Florida
AC/DC,Noise Pollution - AC/DC Experience,2024-10-18,20:00:00,USD,28.0,32.0,Cannery Hotel and Casino,N Las Vegas,Nevada
AC/DC,THUNDERSTRUCK - America's AC/DC Tribute,2024-12-29,19:00:00,USD,17.5,17.5,House of Blues Myrtle Beach,North Myrtle Beach,South Carolina
AC/DC,AC/DC Tribute: Thunder Struck,2024-11-09,20:00:00,USD,14.99,250.0,Hobart Art Theatre,Hobart,Indiana
AC/DC,Back-N-Black - The Ultimate AC/DC Experience,2024-09-28,20:00:00,USD,25.0,30.0,Jefferson Perf Arts Center,Metairie,Louisiana
AC/DC,Thunderstruck - America's Ultimate Tribute to AC/DC,2024-10-11,21:00:00,USD,20.0,40.0,Impact Fuel Room,Libertyville ,Illinois
AC/DC,"BONFIRE (A tribute to AC/DC), Revelant Souls",2024-11-23,19:00:00,USD,20.0,650.0,Whisky A Go Go,West Hollywood,California
AC/DC,"Back In Black ""The True AC/DC Experience""",2024-11-15,20:00:00,USD,25.0,40.0,Daryl's House,Pawling,New York
AC/DC,AC/DC vs Ozzy - A Rock n Roll Showdown,2025-01-11,20:00:00,USD,28.3,28.3,The Coach House,San Juan Capistrano,California
AC/DC,"Thunderstruck - America's Ultimate Tribute to AC/DC, October Noir",2024-10-18,20:00:00,USD,24.99,38.0,Club LA,Destin,Florida
AC/DC,Hell's Belles - The World Famous All-Female AC/DC Tribute,2024-11-10,20:00:00,USD,25.0,25.0,The Venice West,Venice,California
AC/DC,Tribute Kings present Legends of Rock: U2 and AC/DC in Concert,2024-11-08,19:30:00,USD,40.0,50.0,"Scherr Forum- B of A Performing Arts Center, Thousand Oaks",Thousand Oaks,California
AC/DC,Completely Unchained - The Ultimate Van Halen Tribute • Powerage - AC/DC Tribute • Faded,2024-12-14,19:30:00,USD,15.0,150.0,The Token Lounge,Westland,Michigan
AC/DC,Mission2Midnight (Iron Maiden Tribute) Sinner (Judas Priest Tribute) PWR UP (AC/DC Tribute),2024-11-15,19:00:00,USD,20.0,20.0,Stereo Garden,Patchogue,New York
AC/DC,"MOTLEY, INC. - Tribute to MOTLEY CRUE, with Special Guest: THUNDHERSTRUCK - All Female Tribute to AC/DC",2024-11-16,20:00:00,USD,24.0,24.0,Gaslamp Long Beach,Long Beach,California
AC/DC,Back In Black,2024-12-21,20:00:00,USD,20.0,20.0,XL Live,Harrisburg,Pennsylvania
AC/DC,Back In Black,2025-03-28,20:00:00,USD,28.0,70.0,Gas South Theater,Duluth,Georgia
Gracie Abrams,Gracie Abrams: The Secret of Us Tour,2024-10-10,20:00:00,USD,39.5,39.5,State Theatre,Portland,Maine
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-10-04,20:00:00,USD,49.5,109.5,Radio City Music Hall,New York,New York
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-09-22,19:30:00,USD,42.5,82.5,Moody Amphitheater,Austin,Texas
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-10-09,20:00:00,USD,39.5,89.5,MGM Music Hall at Fenway,Boston,Massachusetts
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-10-05,20:00:00,USD,39.5,109.5,Radio City Music Hall,New York,New York
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-09-27,20:00:00,USD,79.5,79.5,Byline Bank Aragon Ballroom,Chicago,Illinois
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-09-25,20:00:00,USD,41.0,66.0,Armory,Minneapolis,Minnesota
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-10-06,20:00:00,USD,39.5,109.5,Radio City Music Hall,New York,New York
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-10-02,20:00:00,USD,49.5,79.5,The Anthem,Washington,District of Columbia
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-09-30,20:00:00,USD,52.5,92.5,Coca-Cola Roxy,Atlanta,Georgia
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-10-08,20:00:00,USD,39.5,79.5,The Met Presented by Highmark,Philadelphia,Pennsylvania
